"","GSM1545535_10_6_5_11","GSM1545536_9_6_5_11","GSM1545538_purep53","GSM1545539_JMS8.2","GSM1545540_JMS8.3","GSM1545541_JMS8.4","GSM1545542_JMS8.5","GSM1545544_JMS9.P7c","GSM1545545_JMS9.P8c"
"21941",318,487,724,534,973,675,534,331,238
"21942",122,125,187,218,229,137,128,104,84
"21943",4,1,19,12,5,4,15,1,0
"21944",3,3,71,83,12,24,90,21,4
"21945",417,475,1190,1063,1090,733,959,354,313
"21946",454,257,680,541,801,756,755,171,241
"21947",6781,3875,12877,14806,13112,15151,11548,4000,5138
"21948",45,18,30,35,32,92,27,22,33
"21949",336,77,422,401,258,695,371,34,221
"21950",212,103,737,701,290,444,529,114,119
"21951",663,213,2340,2067,900,1216,2007,126,331
"21952",5,4,1,1,11,6,2,2,1
"21953",88,15,213,244,33,53,101,9,36
"21954",1711,2058,3143,2672,3993,3039,2535,1040,995
"21955",0,0,0,0,0,0,0,0,0
"21956",524,232,175,139,1228,889,208,133,232
"21957",0,0,0,0,0,0,0,1,0
"21958",0,0,0,0,0,0,0,0,0
"21959",0,0,0,1,0,0,0,0,0
"21960",507,324,444,430,993,1150,424,215,330
"21961",1580,842,119,113,2092,1938,146,427,863
"21962",174,295,291,292,497,224,230,186,96
"21963",67,161,74,53,314,171,61,78,55
"21964",402,561,629,465,1117,758,397,375,241
"21965",1017,1406,2780,1979,2967,1874,1717,763,711
"21966",50,15,47,13,128,184,15,4,31
"21967",156,308,294,239,353,224,131,145,116
"21968",1463,2109,3522,3301,4085,2631,2948,1529,1201
"21969",199,260,393,305,499,307,353,137,105
"21970",2654,2694,5783,4014,5452,4085,5103,2148,1705
"21971",740,1050,2929,2599,2384,1412,1899,737,431
"21972",1,4,6,7,1,3,1,1,2
"21973",35,67,35,33,126,57,27,27,28
"21974",2480,4922,5116,4113,12775,6870,5963,3804,1741
"21975",0,0,0,1,0,0,0,0,0
"21976",3,8,41,37,23,22,88,3,2
"21977",2564,7761,453,454,12492,4158,413,4044,2059
"21978",74,156,19,16,269,113,12,76,57
"21979",23,22,10,9,39,21,11,16,12
"21980",10,5,7,7,8,9,9,3,3
"21981",1091,911,2082,1597,2363,2192,2494,658,638
"21982",208,111,585,430,289,250,565,25,61
"21983",0,0,0,0,0,0,0,0,0
"21984",755,122,373,576,572,882,807,205,495
"21985",0,0,1,0,0,4,0,0,0
"21986",874,1072,2514,2388,2265,1340,2198,837,605
"21987",2168,2325,6026,5923,6692,5223,5923,1812,1504
"21988",0,3,2,4,3,0,6,2,0
"21989",81,233,2598,2624,275,108,2702,106,29
"21990",2024,2916,3322,3093,5844,3295,2757,1903,1351
"21991",591,4753,2012,2154,8381,1802,2036,2379,591
"21992",3,43,16,13,75,23,8,21,10
"21993",19,111,1361,1688,222,52,1048,48,22
"21994",2585,1933,42027,37640,4982,4633,34559,847,1539
"21995",0,0,0,0,0,0,0,0,0
"21996",1055,417,1980,1788,997,1395,1412,157,547
"21997",5,5,11,19,9,6,23,1,2
"21998",42968,49779,83359,62954,94081,65255,57579,23171,22825
"21999",10,7,52,18,28,37,44,10,11
"22000",1,2,10,7,2,14,10,3,4
"22001",14644,6551,14274,16492,19889,21044,13380,2794,6412
"22002",0,0,0,0,0,0,0,0,0
"22003",19,36,143,136,76,84,160,13,12
"22004",15,26,82,51,112,67,102,25,34
"22005",0,0,0,0,1,0,0,0,0
"22006",0,0,0,0,0,0,0,0,0
"22007",0,0,0,0,0,1,0,0,0
"22008",58,76,96,85,177,97,119,65,34
"22009",2348,4948,4188,4062,11561,5989,3222,3192,1912
"22010",13,50,53,46,110,66,50,18,18
"22011",1528,1573,1996,1421,3594,2754,2505,984,908
"22012",261,17,18,18,227,1195,21,4,111
"22013",1605,1597,1752,1422,3749,3676,1456,1058,1041
"22014",243,123,111,62,251,218,82,39,95
"22015",135,41,5,7,107,128,3,10,14
"22016",991,390,986,750,1068,1579,829,192,536
"22017",16,8,24,9,4,8,4,1,5
"22018",4,12,32,31,26,51,47,3,5
"22019",1099,2061,4535,3821,4651,2425,4967,1433,773
"22020",1717,2200,2839,3079,5360,3090,2809,1510,1166
"22021",54,16,89,53,41,252,81,3,26
"22022",29828,18344,59076,42835,50932,64079,53394,10254,17659
"22023",804,376,553,626,1382,3274,730,141,537
"22024",70,118,99,65,138,61,70,74,34
"22025",58,63,105,148,140,181,196,41,36
"22026",294,311,605,591,792,615,645,188,233
"22027",4585,5628,14617,11499,14216,11367,15329,4227,3432
"22028",5178,1860,21946,23678,8903,9918,23649,896,2816
"22029",2573,2286,6355,5348,5179,4803,5902,1414,1507
"22030",194,104,1361,1197,404,455,1446,58,91
"22031",6477,9243,12170,13660,22924,15579,10311,5550,3946
"22032",0,0,2,0,1,2,0,0,0
"22033",202,259,38,29,882,643,72,102,87
"22034",1601,1150,745,505,5071,4066,1030,596,935
"22035",1717,1476,1373,1410,2662,2230,1311,956,1156
"22036",940,490,731,580,855,1075,804,309,439
"22037",2093,4077,2041,1716,8433,4166,1749,2176,1389
"22038",2772,5190,4982,4265,8959,3975,4465,2792,1714
"22039",149,175,820,684,584,324,995,141,112
"22040",0,0,0,0,0,0,0,0,0
"22041",10,1,1,0,4,12,1,1,3
"22042",0,2,0,0,1,6,1,0,2
"22043",1,0,0,0,0,0,0,0,0
"22044",1168,2184,2273,1939,4363,2170,1621,1127,643
"22045",1,3,13,17,2,6,17,2,2
"22046",4908,20143,4061,3754,32422,8652,2935,9766,3564
"22047",60,983,29,29,1630,249,35,391,101
"22048",3145,1024,63,66,2754,7756,54,358,1605
"22049",509,310,536,379,639,978,353,186,361
"22050",135,97,122,118,201,288,82,76,95
"22051",682,1262,1770,1580,2602,1292,1059,788,487
"22052",161,312,186,185,600,353,168,179,111
"22053",10528,13670,16687,17333,26254,16534,15102,7923,6328
"22054",248,525,157,169,1025,756,282,367,247
"22055",622,892,1156,1022,1798,1324,904,474,396
"22056",252,297,583,529,568,404,486,228,197
"22057",1,6,10,12,3,5,10,0,0
"22058",1,0,0,0,1,1,0,1,0
"22059",0,0,4,1,2,2,3,0,2
"22060",5600,7206,17293,13341,19923,15031,24622,4767,3926
"22061",658,1257,1105,886,2268,1082,848,711,435
"22062",1381,1351,1749,1216,3870,2696,1944,675,815
"22063",1517,4511,9747,11466,7992,2653,9116,2626,1066
"22064",1264,1658,9600,7680,3823,2284,5926,906,782
"22065",0,0,1,10,1,2,4,0,0
"22066",0,0,0,1,0,0,0,0,0
"22067",0,0,2,4,0,1,3,1,0
"22068",2,0,1,6,1,3,3,1,1
"22069",0,0,0,0,0,0,0,0,0
"22070",0,0,0,0,0,0,0,0,0
"22071",729,416,508,480,1102,1002,583,272,373
"22072",223,13,1,3,140,350,1,1,68
"22073",4,0,0,0,2,12,0,0,1
"22074",9,1,0,0,2,23,0,0,5
"22075",5,0,0,0,1,14,0,0,0
"22076",0,0,0,0,0,2,0,0,0
"22077",0,0,0,0,0,1,0,0,0
"22078",3,0,0,0,0,1,0,0,1
"22079",1785,1157,496,438,2694,2710,457,936,1281
"22080",4,1,0,0,2,7,0,0,1
"22081",9,3,37,68,10,27,25,15,10
"22082",1,0,0,1,0,1,0,0,0
"22083",0,0,0,0,0,4,0,0,0
"22084",2,6,62,65,2,7,48,40,14
"22085",0,0,0,0,0,1,0,0,0
"22086",3,0,0,2,2,16,0,0,3
"22087",0,0,0,0,0,0,0,0,0
"22088",0,0,0,0,0,0,0,0,0
"22089",0,0,0,0,0,0,0,0,0
"22090",0,0,0,0,0,0,0,0,0
"22091",0,0,0,0,0,0,0,0,0
"22092",0,0,0,0,0,0,0,0,0
"22093",0,0,0,0,0,0,0,0,0
"22094",0,0,0,0,0,0,0,0,0
"22095",0,0,0,0,0,0,0,0,0
"22096",0,0,0,0,0,0,0,0,0
"22097",0,0,0,0,0,0,0,0,0
"22098",0,0,0,0,0,0,0,0,0
"22099",0,0,0,0,0,0,0,0,0
"22100",0,0,0,0,0,0,0,0,0
"22101",0,0,0,0,0,0,0,0,0
"22102",0,0,0,0,0,3,0,0,0
"22103",0,0,0,0,0,0,0,0,0
"22104",0,0,0,0,0,0,0,0,0
"22105",0,0,0,0,0,0,0,0,0
"22106",0,0,0,0,0,0,0,0,0
"22107",0,0,0,0,0,0,0,0,0
"22108",0,0,0,0,0,0,0,0,0
"22109",0,0,0,1,0,0,0,0,0
"22110",0,0,0,0,0,0,0,0,0
"22111",0,0,0,0,0,0,0,0,0
"22112",0,0,0,0,0,0,0,0,0
"22113",0,0,0,0,0,0,0,0,0
"22114",0,0,0,0,0,0,0,0,0
"22115",0,0,0,0,0,0,0,0,0
"22116",0,0,0,0,0,0,0,0,0
"22117",0,0,0,0,0,0,0,0,0
"22118",0,0,0,0,0,0,0,0,0
"22119",0,0,0,0,0,0,0,0,0
"22120",0,0,0,0,0,0,0,0,0
"22121",0,0,0,0,0,0,0,0,0
"22122",0,0,0,0,0,0,0,0,0
"22123",0,0,0,0,0,0,0,0,0
"22124",0,0,0,0,0,0,0,0,0
"22125",0,0,0,0,0,0,0,0,0
"22126",0,0,0,0,0,0,0,0,0
"22127",0,0,0,0,0,0,0,0,0
"22128",0,0,0,0,0,0,0,0,0
"22129",0,0,0,0,0,0,0,0,0
"22130",0,0,0,0,0,0,0,0,0
"22131",0,0,0,0,0,0,0,0,0
"22132",0,0,0,0,0,0,0,0,0
"22133",0,0,0,0,0,0,0,0,0
"22134",0,0,0,0,0,0,0,0,0
"22135",0,0,0,0,0,0,0,0,0
"22136",0,0,0,0,0,0,0,0,0
"22137",0,0,0,0,0,0,0,0,0
"22138",0,0,0,0,0,0,0,0,0
"22139",0,0,0,0,0,0,0,0,0
"22140",0,0,0,0,0,0,0,0,0
"22141",0,0,0,0,0,0,0,0,0
"22142",0,0,0,0,0,0,0,0,0
"22143",0,0,0,0,0,0,0,0,0
"22144",1,3,10,12,13,8,44,1,1
"22145",1,2,13,8,15,5,30,0,0
"22146",0,0,0,0,0,0,0,0,0
"22147",0,0,0,0,0,0,0,0,0
"22148",0,0,0,0,0,0,0,0,0
"22149",0,0,0,0,0,0,0,0,0
"22150",0,0,0,0,0,0,0,0,0
"22151",133,234,573,465,672,425,435,167,126
"22152",0,0,0,0,0,0,0,0,0
"22153",0,1,0,0,0,0,0,0,0
"22154",0,0,0,0,0,0,0,0,0
"22155",0,0,0,0,0,0,0,0,0
"22156",0,0,0,0,0,0,0,0,0
"22157",0,0,0,0,0,0,0,0,0
"22158",0,0,0,0,0,0,0,0,0
"22159",0,0,0,0,0,0,0,0,0
"22160",0,0,0,0,0,0,0,0,0
"22161",0,0,0,0,0,0,0,0,0
"22162",0,0,0,0,0,0,0,0,0
"22163",0,0,0,0,0,0,0,0,0
"22164",0,0,0,0,0,0,0,0,0
"22165",0,0,0,0,0,0,0,0,0
"22166",0,0,0,0,0,0,0,0,0
"22167",0,0,0,0,0,0,0,0,0
"22168",0,0,0,0,0,0,0,0,0
"22169",0,0,0,0,0,0,0,0,0
"22170",0,0,0,0,0,0,0,0,0
"22171",0,0,0,0,0,0,0,0,0
"22172",0,0,0,0,0,0,0,0,0
"22173",137,352,13,8,354,267,11,457,177
"22174",119,114,55,43,186,152,42,80,74
"22175",10,23,18,11,38,26,15,12,6
"22176",5,4,12,7,15,10,14,4,3
"22177",0,0,0,0,0,2,1,0,0
"22178",58,91,33,25,123,95,41,58,53
"22179",347,554,567,630,1176,818,754,464,322
"22180",1,2,0,0,0,1,1,0,0
"22181",0,0,1,1,0,3,5,2,0
"22182",305,536,68,43,981,756,112,432,260
"22183",0,7,2,1,11,8,2,7,3
"22184",0,1,0,0,0,0,0,0,0
"22185",0,1,0,0,0,0,0,0,0
"22186",0,0,0,0,0,0,0,0,0
"22187",0,0,0,0,0,0,0,0,0
"22188",0,0,0,0,0,0,0,0,0
"22189",0,0,0,0,0,0,0,0,0
"22190",0,0,0,0,0,0,0,0,0
"22191",0,0,0,0,0,0,0,0,0
"22192",0,0,0,0,0,0,0,0,0
"22193",0,0,0,0,0,0,0,0,0
"22194",0,0,0,0,0,0,0,0,0
"22195",0,0,0,0,0,0,0,0,0
"22196",0,0,0,3,0,0,0,0,0
"22197",418,580,1096,852,1550,1161,1234,365,334
"22198",11,9,23,1,12,8,7,0,2
"22199",0,0,0,0,0,0,0,0,0
"22200",0,0,0,1,0,0,1,0,0
"22201",0,0,0,0,0,0,0,0,0
"22202",0,0,0,0,0,0,0,0,0
"22203",0,0,0,0,0,0,0,0,0
"22204",0,0,0,0,0,0,0,0,0
"22205",0,0,0,0,0,0,0,0,0
"22206",0,0,0,0,0,0,0,0,0
"22207",0,0,0,0,0,0,0,0,0
"22208",0,0,0,0,0,0,0,0,0
"22209",0,0,0,0,0,0,0,0,0
"22210",0,0,0,0,0,0,0,0,0
"22211",0,0,0,0,0,0,0,0,0
"22212",0,0,0,0,0,0,0,0,0
"22213",0,0,0,0,0,0,0,0,0
"22214",0,0,0,0,0,0,0,0,0
"22215",0,0,0,0,0,0,0,0,0
"22216",0,0,0,0,0,0,0,0,0
"22217",0,0,0,0,0,0,0,0,0
"22218",0,0,0,0,0,0,0,0,0
"22219",0,0,0,0,0,0,0,0,0
"22220",0,0,0,0,0,0,0,0,0
"22221",0,0,0,0,0,0,0,0,0
"22222",0,0,0,0,0,0,0,0,0
"22223",0,1,0,0,0,0,0,0,0
"22224",1,1,0,0,1,1,0,0,0
"22225",2591,2252,1694,1648,4266,3769,1319,1565,1516
"22226",0,0,0,0,0,0,0,0,0
"22227",18,11,14,13,34,18,11,10,9
"22228",479,541,956,841,1389,1125,1233,395,356
"22229",1,2,3,2,2,1,1,0,3
"22230",1462,1880,2412,2712,3062,2028,2083,816,903
"22231",364,621,579,690,1326,761,477,369,233
"22232",0,0,0,0,0,0,0,0,0
"22233",141,248,1417,1606,464,173,952,173,108
"22234",29,81,56,56,130,36,54,51,16
"22235",582,879,1301,1360,1530,996,1208,660,437
"22236",1626,2700,2882,2212,5401,2948,2364,1868,1093
"22237",343,525,804,664,1097,694,502,316,294
"22238",597,558,1837,1952,1524,999,1969,391,363
"22239",1899,1751,7523,8575,4435,3943,7952,911,1382
"22240",298,597,623,329,1207,642,457,310,219
"22241",3015,4386,6230,5817,10154,5903,6583,3281,2080
"22242",41,49,4706,5240,101,175,4938,27,22
"22243",1193,1296,3234,2483,3074,2184,2627,779,742
"22244",12,1,7,5,10,38,15,0,4
"22245",14,15,82,41,17,6,38,3,1
"22246",16,1,3,1,11,47,14,6,6
"22247",2,0,1,0,2,5,0,1,2
"22248",8,0,3,3,5,15,10,4,1
"22249",5,1,3,3,7,23,29,1,0
"22250",1,0,1,1,2,3,3,0,0
"22251",3,0,3,0,2,6,4,0,0
"22252",0,0,0,1,2,1,7,1,0
"22253",0,0,125,62,103,65,254,73,23
"22254",0,0,4,1,2,6,5,1,3
"22255",0,0,0,0,0,0,0,0,0
"22256",0,0,0,0,0,0,0,0,0
"22257",0,0,0,0,0,0,0,0,0
"22258",0,0,0,0,0,0,0,0,0
"22259",0,0,0,0,0,0,0,0,0
"22260",0,0,0,0,0,0,0,0,0
"22261",0,0,0,0,0,0,0,0,0
"22262",0,0,1,0,0,0,0,0,0
"22263",0,0,0,0,0,0,0,0,0
"22264",0,0,0,0,0,0,0,0,0
"22265",0,0,0,0,0,0,0,0,0
"22266",0,0,0,0,0,0,0,0,0
"22267",0,0,0,0,1,0,0,0,0
"22268",0,0,0,0,0,0,0,0,0
"22269",0,0,0,0,0,1,0,0,0
"22270",0,0,0,0,0,0,0,0,0
"22271",0,0,0,0,0,0,0,0,0
"22272",0,0,0,0,0,0,0,0,0
"22273",0,0,0,0,0,0,0,0,0
"22274",0,0,0,0,0,0,0,0,0
"22275",0,0,0,0,0,0,0,0,0
"22276",0,0,0,0,0,0,0,0,0
"22277",0,0,0,0,0,0,0,0,0
"22278",0,0,0,0,0,0,0,0,0
"22279",0,0,0,0,0,0,0,0,0
"22280",0,0,0,0,0,0,0,0,0
"22281",0,0,0,0,0,0,0,0,0
"22282",94,73,1241,1362,170,150,1101,15,44
"22283",12,31,22,46,5,60,25,8,12
"22284",1483,2659,1241,921,4574,2876,1276,1734,1291
"22285",0,0,2,1,3,0,1,1,0
"22286",4,7,28,49,15,19,64,4,4
"22287",0,0,12,13,0,0,11,0,0
"22288",0,0,0,1,0,0,0,0,0
"22289",0,0,0,0,0,0,0,0,0
"22290",0,0,0,0,0,0,0,0,0
"22291",0,0,0,0,0,0,0,0,0
"22292",0,0,0,0,0,0,0,0,0
"22293",0,0,0,0,0,0,0,0,0
"22294",0,0,0,0,0,0,0,0,0
"22295",0,0,0,0,0,0,0,0,0
"22296",0,0,0,0,0,0,0,0,0
"22297",0,0,0,0,0,0,0,0,0
"22298",0,0,0,0,0,0,0,0,0
"22299",0,0,0,0,0,0,0,0,0
"22300",0,0,0,0,0,0,0,0,0
"22301",127,176,182,61,124,76,59,60,50
"22302",0,0,0,0,0,0,0,0,0
"22303",0,0,0,0,0,0,0,0,0
"22304",0,0,0,0,0,0,0,0,0
"22305",0,0,0,0,0,0,0,0,0
"22306",0,0,0,0,0,0,0,0,0
"22307",0,0,0,0,0,0,0,0,0
"22308",0,0,0,0,0,0,0,0,0
"22309",0,0,0,0,0,0,0,0,0
"22310",0,0,0,0,0,0,0,0,0
"22311",1,0,0,0,1,0,0,1,1
"22312",0,0,0,0,0,0,0,0,0
"22313",0,0,0,0,0,0,0,0,0
"22314",0,0,0,0,0,0,0,0,0
"22315",0,0,0,0,0,0,0,0,0
"22316",0,0,0,0,0,0,0,0,0
"22317",0,0,0,0,0,0,0,0,0
"22318",0,0,0,0,0,0,0,0,0
"22319",0,0,0,0,0,0,0,0,0
"22320",0,0,0,0,0,0,0,0,0
"22321",0,0,0,0,0,0,0,0,0
"22322",0,0,0,0,0,0,0,0,0
"22323",0,0,0,0,0,0,0,0,0
"22324",0,0,0,0,0,0,0,0,0
"22325",0,0,0,0,0,0,0,0,0
"22326",0,0,0,0,0,0,0,0,0
"22327",0,0,0,0,0,0,0,0,0
"22328",0,0,0,0,0,0,0,0,0
"22329",0,0,0,0,0,0,0,0,0
"22330",0,0,0,0,0,0,0,0,0
"22331",0,0,0,0,0,0,0,0,0
"22332",4,4,29,13,13,10,26,9,1
"22333",9700,10449,16822,15820,26451,18474,15145,5507,5690
"22334",1,6,139,184,5,16,174,4,3
"22335",8,10,478,379,19,15,381,5,4
"22336",8,8,6011,4678,51,48,4274,16,9
"22337",0,1,20,18,0,0,17,0,0
"22338",0,2,4,2,0,1,3,0,0
"22339",27,5,41,28,66,98,48,10,10
"22340",1762,2252,3212,2702,4903,3342,2626,1306,1133
"22341",43,30,122,52,77,106,85,47,52
"22342",2570,1813,5095,5674,4082,4891,4551,1109,1325
"22343",519,612,304,217,1054,1227,167,431,273
"22344",23,7,5,5,29,44,8,6,11
"22345",3,1,2,3,16,17,1,0,6
"22346",954,1795,753,732,3522,2208,682,1038,652
"22347",273,133,266,306,435,953,446,92,131
"22348",0,1,30,39,4,7,50,26,1
"22349",3676,2788,9610,9439,6953,6981,10440,1608,2224
"22350",871,765,1814,1537,1729,1676,1983,617,775
"22351",1,0,1,0,0,0,0,0,0
"22352",7453,7704,19417,11196,17018,14568,20156,5516,5039
"22353",15,5,48,16,10,30,81,8,14
"22354",44,51,84,80,81,85,131,36,21
"22355",592,935,705,667,1522,932,820,713,464
"22356",5233,3729,3011,1870,5338,4590,2787,2580,4494
"22357",3038,1236,2556,2287,3521,3860,2498,903,2135
"22358",3618,3086,6079,6432,8367,7394,6785,1916,2350
"22359",1075,1390,1652,1703,1048,687,1649,819,517
"22360",1,1,1,3,0,0,1,0,0
"22361",293,1366,453,418,2953,715,638,1274,412
"22362",143,401,475,326,676,300,305,210,111
"22363",3,7,207,214,32,47,237,26,15
"22364",4,10,4011,5883,47,45,5123,19,15
"22365",0,0,0,0,0,0,0,0,0
"22366",2735,7707,4741,4577,16656,6210,5181,6402,2534
"22367",45168,45094,130864,115977,124816,105718,131611,32275,31732
"22368",21,23,21,20,24,18,21,16,7
"22369",1609,4770,11050,10175,7781,2606,10504,1916,980
"22370",5656,6495,10618,7704,13409,10982,11631,4346,3968
"22371",27,199,10481,13218,489,188,9011,83,42
"22372",460,1664,15325,20125,2949,1219,17490,1087,443
"22373",35,95,1386,1892,163,85,1382,79,33
"22374",6821,5875,22669,29269,16031,12416,25109,3608,3739
"22375",38,10,140,112,8,20,226,2,10
"22376",3242,2803,21848,24034,7834,6504,25929,1736,2030
"22377",784,294,1788,1778,567,711,1868,58,181
"22378",0,0,1,1,0,0,0,0,0
"22379",1100,855,1832,1711,1770,2333,1590,440,652
"22380",1207,1151,2208,1633,4027,3965,2730,891,927
"22381",0,0,0,0,0,0,0,0,0
"22382",14037,6880,7385,4245,18732,35882,8915,4520,8409
"22383",206,280,226,215,527,1007,373,178,173
"22384",2314,2386,1878,1869,6328,5482,1883,1034,1125
"22385",6688,8355,11533,9759,19126,14209,11467,5630,4804
"22386",2458,4623,7025,4983,9316,5153,4463,2664,1819
"22387",0,0,0,0,0,0,0,0,0
"22388",9,4,43,46,20,18,40,9,7
"22389",4,2,9,13,9,18,25,1,3
"22390",3,191,81,32,99,15,26,71,11
"22391",1,2,1,0,4,1,2,4,0
"22392",2,11,13,10,28,7,5,5,1
"22393",0,2,4,0,0,0,0,0,0
"22394",0,0,0,0,0,0,0,0,0
"22395",731,245,119,114,1391,1019,175,174,380
"22396",0,1,0,1,0,0,1,1,0
"22397",1451,2200,3273,2612,4154,2303,2221,1280,912
"22398",1312,1628,5216,4925,3154,1800,3624,1011,845
"22399",96,99,276,139,191,253,199,90,116
"22400",31,24,70,54,74,108,50,36,31
"22401",14,7,18,4,14,24,20,3,7
"22402",6111,6659,7132,4182,11438,11167,8680,4766,3944
"22403",2047,2027,1084,741,5165,5137,948,1367,1418
"22404",6,10,685,571,24,37,640,8,10
"22405",5927,7479,12633,7391,11223,8307,7559,2556,2780
"22406",2542,6549,8336,6703,11764,4617,4808,4275,1859
"22407",13479,11839,18120,15488,28082,30253,25515,10631,9542
"22408",2,1,0,0,0,0,1,0,0
"22409",5,46,5,6,52,5,0,23,11
"22410",3208,6734,4449,3949,10972,6159,4450,3094,2032
"22411",295,574,708,486,989,580,368,305,191
"22412",656,236,97,54,742,1543,142,194,318
"22413",1673,224,32,37,1864,6562,47,125,990
"22414",9206,8096,2284,2529,23069,27075,2073,5042,5887
"22415",647,650,1819,1103,1697,1760,1283,552,536
"22416",1850,2219,3372,3355,4528,2944,3000,1302,1161
"22417",1230,1164,2944,2411,3641,2687,2941,844,730
"22418",22,23,68,61,62,44,65,12,10
"22419",1256,258,5738,7870,628,1980,4756,100,584
"22420",0,0,0,0,0,0,0,0,0
"22421",0,0,0,0,0,0,0,0,0
"22422",0,0,0,0,0,0,0,0,0
"22423",0,0,0,0,0,0,0,0,0
"22424",0,0,0,0,0,0,0,0,0
"22425",0,0,0,0,0,0,0,0,0
"22426",0,0,0,0,0,0,0,1,0
"22427",0,0,0,0,0,0,0,0,0
"22428",1,3,0,1,0,1,2,0,1
"22429",1386,1396,3545,2651,3994,3047,3454,957,928
"22430",1330,1332,4041,3028,3023,2508,3134,790,805
"22431",2,1,6,4,1,4,8,2,0
"22432",6,5,9,12,14,9,0,6,3
"22433",146,181,570,418,417,277,384,144,124
"22434",114,96,378,217,262,218,314,115,99
"22435",301,520,2679,2851,1409,844,2545,499,274
"22436",64,138,146,136,243,104,169,83,44
"22437",5,3,7,10,22,13,10,7,5
"22438",125,1724,990,1106,2918,490,745,1065,253
"22439",0,0,3,2,6,0,1,0,1
"22440",0,3,1,0,5,0,1,0,0
"22441",513,5810,61,64,7805,1702,54,1989,731
"22442",1,4,0,0,4,1,0,3,1
"22443",0,0,0,0,0,0,0,0,2
"22444",0,0,1,1,0,0,0,0,0
"22445",74,143,528,360,340,225,340,67,76
"22446",107,284,336,167,353,163,191,140,72
"22447",5184,6987,10773,9487,15179,9651,8266,4148,3324
"22448",1,0,11,5,9,4,6,2,2
"22449",18,25,53,46,53,23,41,14,8
"22450",607,582,1629,1150,1857,1899,1950,384,424
"22451",1,3,24,9,8,5,18,5,2
"22452",1,0,0,0,0,0,0,0,0
"22453",1249,1459,4338,3739,3008,1705,3333,1112,850
"22454",811,870,2437,1825,2279,1906,2848,540,530
"22455",1021,446,5786,4951,2134,3462,5798,328,750
"22456",14,12,3,4,21,41,4,5,8
"22457",71,89,236,69,87,50,62,12,8
"22458",1929,1594,4562,3499,4041,3918,3388,1055,1222
"22459",21,17,38,36,62,104,90,12,18
"22460",15,11,254,223,35,36,356,2,13
"22461",0,0,0,0,0,0,0,0,0
"22462",0,0,0,0,0,0,0,0,0
"22463",1106,1016,3250,2704,3466,2924,4035,694,604
"22464",406,352,870,686,978,378,1703,163,299
"22465",6697,1995,198,194,7966,11510,162,946,3451
"22466",942,1744,1384,1292,3422,1700,1067,982,618
"22467",0,1,0,0,0,0,1,0,0
"22468",148,736,1984,1140,1257,312,1057,435,131
"22469",395,541,301,335,1081,540,251,379,262
"22470",1488,1693,2760,2466,4449,3450,2356,1098,1260
"22471",88,196,321,164,285,190,201,77,55
"22472",52,63,103,81,126,68,85,48,31
"22473",850,1219,1701,1582,2287,1510,1377,806,565
"22474",34,80,1152,754,127,73,358,39,34
"22475",0,0,1,0,0,0,1,0,0
"22476",3,6,39,35,58,26,111,18,13
"22477",6,17,28,28,7,59,52,10,12
"22478",0,0,0,0,0,0,0,0,0
"22479",372,417,1146,656,685,534,686,201,194
"22480",5857,4312,16229,19893,14323,14670,17852,3717,4239
"22481",4166,3627,4503,2976,7542,8963,5321,2689,3066
"22482",0,0,0,0,0,0,0,0,0
"22483",2,0,1,0,1,1,3,1,0
"22484",1116,1108,2786,2445,3083,2552,3672,737,744
"22485",459,740,1120,918,1492,700,774,425,304
"22486",0,5,0,0,9,0,1,5,0
"22487",0,3,1,1,4,1,0,1,0
"22488",0,0,0,0,0,0,0,0,0
"22489",0,0,0,0,0,0,0,0,0
"22490",0,1,68,32,2,4,57,1,3
"22491",0,0,4,7,1,0,10,0,0
"22492",0,0,0,0,0,0,0,0,0
"22493",28,44,148,139,90,51,111,29,13
"22494",478,1052,2602,1939,2001,856,1759,587,403
"22495",6023,3906,12410,9537,10743,10775,17394,1956,2985
"22496",2,1,11,8,1,5,13,5,0
"22497",3157,6132,7323,6128,10586,5111,6171,3303,2126
"22498",1463,2324,1896,1779,4421,2698,2399,1514,1033
"22499",251,78,14,20,230,284,11,26,158
"22500",2908,3137,6014,5662,8097,5770,6935,2106,1925
"22501",159,276,964,999,884,390,580,187,92
"22502",4,3,8,7,8,14,6,7,7
"22503",1088,1232,2395,1823,2212,1478,1699,630,618
"22504",222,268,864,824,608,456,620,206,103
"22505",0,0,3,2,2,0,6,3,0
"22506",525,845,936,855,1335,818,752,493,385
"22507",11,40,35,39,140,41,38,37,16
"22508",2129,2020,3983,3979,4721,3480,3002,1138,1173
"22509",117,151,279,316,333,286,290,89,97
"22510",207,343,681,591,782,389,519,195,106
"22511",4623,7581,11284,9869,15689,9844,10613,4898,3454
"22512",14096,15947,24209,21322,34760,24334,20577,9527,7829
"22513",761,957,467,561,1692,1107,391,671,537
"22514",377,115,194,233,353,694,214,59,151
"22515",11,13,0,3,10,9,0,7,5
"22516",4291,10615,175,181,13218,4436,176,5796,2565
"22517",489,564,15,11,552,390,14,454,296
"22518",300,396,624,607,895,535,467,219,174
"22519",55,62,87,78,202,113,95,61,34
"22520",142,219,341,295,359,162,151,139,105
"22521",456,978,1968,1210,1661,950,1023,411,337
"22522",8,2,66,35,21,14,37,10,5
"22523",3503,4158,4687,4909,8661,5362,3398,2548,2254
"22524",1311,857,278,252,2166,2074,338,694,773
