"","GSM1545535_10_6_5_11","GSM1545536_9_6_5_11","GSM1545538_purep53","GSM1545539_JMS8.2","GSM1545540_JMS8.3","GSM1545541_JMS8.4","GSM1545542_JMS8.5","GSM1545544_JMS9.P7c","GSM1545545_JMS9.P8c"
"6984",20,142,11,11,258,50,22,60,24
"6985",6,22,240,285,196,87,347,102,33
"6986",111,194,390,370,408,174,261,127,96
"6987",3141,2896,5721,4493,7126,5883,5243,1767,1967
"6988",73,36,263,309,138,105,316,15,45
"6989",2202,2025,4556,2961,5450,5133,4509,1440,1487
"6990",4671,1879,9119,9796,4553,6734,8304,1114,2453
"6991",589,513,1450,1087,1717,1769,1579,351,443
"6992",3130,3327,8115,5952,11062,10286,10483,2126,2187
"6993",3,2,2,9,2,2,5,2,2
"6994",213,357,454,409,767,422,444,206,133
"6995",1117,942,1326,1313,2101,1724,1133,476,493
"6996",3541,3836,5135,3123,8019,6215,6272,2460,2419
"6997",3,1,0,0,7,3,0,2,3
"6998",2695,1411,150,127,3167,2324,198,540,1145
"6999",864,1402,2076,2116,3226,1968,1940,928,677
"7000",321,823,958,1089,2155,828,925,866,430
"7001",0,0,0,0,0,0,0,0,0
"7002",572,488,1707,1925,1424,1246,1411,291,259
"7003",235,345,613,262,444,363,295,123,117
"7004",1445,1648,3132,2357,3864,2846,2685,1063,882
"7005",11,5,77,54,15,22,75,7,6
"7006",0,0,0,0,0,0,0,0,0
"7007",0,0,0,0,0,0,0,1,0
"7008",0,0,1,0,0,0,0,0,0
"7009",1610,2084,2390,1779,4845,4186,3662,1507,1172
"7010",0,0,0,0,0,0,0,0,0
"7011",0,0,0,0,0,0,0,0,0
"7012",0,0,1,0,4,0,0,0,0
"7013",1,1,3,1,1,0,4,1,0
"7014",3,0,0,1,3,10,0,1,2
"7015",58,11,13,28,23,124,39,8,53
"7016",0,0,11,7,9,2,14,5,2
"7017",3,15,9,3,11,3,11,8,4
"7018",30,36,228,185,138,75,123,19,27
"7019",5,10,49,69,7,4,40,7,2
"7020",1,0,2,5,2,1,3,0,0
"7021",1324,1484,3530,2618,3680,3315,3994,1164,1094
"7022",0,0,1,0,0,0,1,0,0
"7023",0,0,0,0,0,0,0,0,0
"7024",7,62,111,109,23,232,130,38,50
"7025",0,0,5,0,0,0,2,0,0
"7026",0,0,0,0,0,0,0,1,0
"7027",6,1,2,1,13,25,6,0,3
"7028",0,0,0,0,0,0,0,0,0
"7029",85,19,8,5,112,269,21,10,59
"7030",47,2,1,5,40,177,10,2,30
"7031",2528,1356,152,189,4046,3890,294,1122,1418
"7032",2,0,2,4,0,6,3,0,1
"7033",8,23,17,21,44,12,22,15,7
"7034",86,278,46,82,383,167,88,194,64
"7035",95,167,405,322,338,174,239,120,85
"7036",3662,5842,8635,9484,12439,7431,7580,3447,2350
"7037",195,293,798,908,702,522,714,177,176
"7038",169,3001,22,28,2295,496,14,1517,349
"7039",137,47,119,183,241,286,113,65,147
"7040",36,26,367,372,305,146,675,126,38
"7041",4877,6627,9678,8397,14610,9263,8286,5205,3688
"7042",4,3,1,2,2,1,0,1,0
"7043",665,143,37,67,694,1150,52,91,333
"7044",1,0,0,0,0,0,0,0,1
"7045",5659,5284,8401,5169,12575,12279,8903,4164,3758
"7046",0,3,0,1,7,0,0,2,1
"7047",0,0,0,0,0,0,0,0,0
"7048",0,0,0,0,0,0,0,0,0
"7049",0,0,0,0,0,0,0,0,0
"7050",4495,3938,4412,4250,6665,5477,4420,2948,3123
"7051",63,10,1,5,38,109,4,5,33
"7052",9,49,0,3,19,10,4,14,7
"7053",2,3,0,6,3,19,0,1,4
"7054",5246,448,331,438,2375,10549,354,171,2416
"7055",874,73,20,13,344,1459,9,40,388
"7056",6383,10773,7677,7000,22158,12160,6806,7422,4238
"7057",0,0,1,1,0,0,2,0,0
"7058",0,0,0,0,0,0,0,0,0
"7059",0,0,0,0,0,0,0,0,0
"7060",0,0,0,0,0,0,0,0,0
"7061",63,39,62,49,128,231,68,18,20
"7062",3976,4903,3026,2463,9381,6039,2333,3030,2212
"7063",19,8,3,0,10,29,5,9,14
"7064",976,975,386,255,2405,1559,317,616,574
"7065",0,0,2,0,2,0,1,0,0
"7066",0,1,0,0,0,0,1,0,0
"7067",8,36,42,30,75,29,33,25,12
"7068",0,0,1,0,1,0,0,2,1
"7069",0,0,0,0,0,0,0,0,0
"7070",59,895,12,3,2010,255,13,76,14
"7071",0,1,0,0,1,0,0,0,0
"7072",0,0,0,0,0,0,0,0,0
"7073",0,0,0,0,0,0,0,0,0
"7074",0,0,0,0,0,0,0,0,0
"7075",0,0,0,0,0,0,0,0,0
"7076",0,0,0,0,0,0,0,0,0
"7077",0,0,0,0,0,0,0,0,0
"7078",0,0,0,0,0,0,0,0,0
"7079",0,0,0,0,0,0,0,0,0
"7080",0,0,0,0,0,0,0,0,0
"7081",0,0,0,0,0,0,0,0,0
"7082",0,0,0,0,0,0,0,0,0
"7083",0,0,0,0,0,0,0,0,0
"7084",0,0,0,0,0,0,0,0,0
"7085",0,0,0,0,0,0,0,0,0
"7086",0,0,0,0,0,0,0,0,0
"7087",0,0,0,0,0,0,0,0,0
"7088",811,521,2340,1742,1613,1614,2131,273,499
"7089",0,0,0,0,0,0,0,0,0
"7090",0,0,0,0,0,0,0,0,0
"7091",0,0,0,0,0,0,0,0,0
"7092",0,0,0,0,0,0,0,0,0
"7093",0,0,0,0,0,0,0,0,0
"7094",0,0,0,0,0,0,0,0,0
"7095",0,0,0,0,0,0,0,0,1
"7096",0,0,0,0,0,0,0,0,0
"7097",0,0,0,0,0,0,0,0,0
"7098",109,1428,4,10,1738,145,9,1577,300
"7099",0,26,0,0,28,4,0,27,5
"7100",0,0,0,0,0,1,0,0,0
"7101",0,0,0,0,0,0,0,0,0
"7102",0,0,0,0,0,0,0,0,0
"7103",0,0,0,0,0,0,0,0,0
"7104",0,0,0,0,0,0,0,0,0
"7105",0,0,0,0,0,0,0,0,0
"7106",0,0,0,0,0,0,0,0,0
"7107",0,0,0,0,0,0,0,0,0
"7108",0,0,0,0,1,0,0,0,0
"7109",0,0,4,0,0,1,4,0,0
"7110",0,0,0,0,0,0,0,0,0
"7111",32,7,55,37,57,44,47,6,15
"7112",104,35,176,157,103,99,197,8,47
"7113",5166,1683,4188,4250,6835,7818,4613,1184,3323
"7114",134,45,23,20,159,178,32,17,81
"7115",2187,1596,2914,3326,4621,4623,2817,1022,1403
"7116",2,2,1,0,0,0,0,0,0
"7117",2258,2913,6147,3803,6213,4782,5553,2173,1707
"7118",0,0,3,6,5,8,6,2,7
"7119",216,169,364,173,252,288,326,93,92
"7120",282,877,651,576,1338,638,575,593,260
"7121",4703,4727,15539,15758,11975,11146,16321,3105,4089
"7122",3,1,1,2,2,2,3,0,0
"7123",1102,824,2030,1811,2223,2700,2141,605,826
"7124",0,0,0,0,0,0,0,0,0
"7125",1,0,0,1,0,2,0,0,0
"7126",21,19,36,12,18,23,7,3,4
"7127",7753,10616,14384,10781,17379,10112,7487,5309,3339
"7128",0,0,1,0,0,0,0,0,0
"7129",24,35,75,76,64,61,80,39,19
"7130",0,0,0,0,0,0,0,0,0
"7131",28,36,322,258,81,38,210,19,19
"7132",709,1320,3516,2758,3009,1603,2533,738,526
"7133",2195,3186,2488,1441,7069,5613,2675,1961,1483
"7134",8,3,7,1,9,7,3,4,5
"7135",345,344,640,730,1164,821,525,295,240
"7136",182,149,1759,1801,301,200,1949,98,98
"7137",4609,1792,2571,2055,6021,8341,3182,642,1556
"7138",223,565,726,532,1043,473,458,339,186
"7139",1105,1363,1332,865,2428,1897,1603,991,681
"7140",3387,4514,6078,4714,11012,6734,6464,2793,2197
"7141",7615,27089,375,428,36300,10100,555,15301,7282
"7142",54,143,1316,817,227,110,619,69,49
"7143",1165,1113,2931,2225,3121,2671,3083,638,701
"7144",860,931,793,820,1591,1016,467,549,494
"7145",6266,28266,11301,7185,36487,12280,10771,18813,6234
"7146",0,0,0,0,0,0,0,0,0
"7147",745,254,1705,1383,942,1150,1480,149,408
"7148",5,6,7,8,5,7,10,1,1
"7149",617,919,1151,1214,2181,1120,1067,569,467
"7150",0,0,0,0,0,0,0,0,0
"7151",0,0,0,0,0,0,0,0,0
"7152",651,990,1296,864,1859,1182,906,453,444
"7153",0,0,0,0,0,0,0,0,0
"7154",0,0,0,0,0,0,0,0,0
"7155",3164,3830,5783,3296,9266,9412,6091,2622,2312
"7156",669,796,1035,959,1740,1491,951,680,500
"7157",1479,1098,4842,3550,2986,3198,4798,789,921
"7158",0,1,0,2,1,0,1,1,0
"7159",0,0,2,1,0,0,0,0,0
"7160",2,11,384,309,14,17,368,6,7
"7161",0,0,0,0,0,0,0,0,0
"7162",0,0,0,0,0,0,0,0,0
"7163",0,0,0,0,0,0,0,0,0
"7164",2,0,8,4,1,3,5,0,0
"7165",0,0,0,0,0,0,0,0,0
"7166",0,0,0,0,0,0,0,0,0
"7167",0,0,0,0,0,0,0,0,0
"7168",0,0,0,0,0,0,0,0,0
"7169",0,0,0,0,0,0,0,0,0
"7170",0,0,0,0,0,0,0,0,0
"7171",0,0,0,0,0,0,0,0,0
"7172",0,0,0,0,0,0,0,0,0
"7173",0,0,0,0,0,0,0,0,0
"7174",0,0,0,0,0,0,0,0,0
"7175",0,0,0,0,0,0,0,0,0
"7176",0,0,0,0,0,0,0,0,0
"7177",0,0,0,0,0,0,0,0,0
"7178",0,0,0,0,0,0,0,0,0
"7179",0,0,0,0,0,0,0,0,0
"7180",0,0,0,0,0,0,0,0,0
"7181",0,0,0,0,0,0,0,0,0
"7182",0,0,0,0,0,0,0,0,0
"7183",0,0,0,0,0,0,0,0,0
"7184",0,0,0,0,0,0,0,0,0
"7185",0,0,0,0,0,0,0,0,0
"7186",0,0,0,0,0,0,0,0,0
"7187",0,0,0,0,0,0,0,0,0
"7188",0,0,0,0,0,0,0,0,0
"7189",0,0,0,0,0,0,0,0,0
"7190",0,0,0,0,0,0,0,0,0
"7191",657,1085,1112,886,1686,797,721,787,545
"7192",7,6,32,25,9,8,22,5,4
"7193",4,4,3,4,6,3,4,3,5
"7194",747,1041,1612,1220,1999,1232,1274,867,658
"7195",1160,2154,1615,1554,3944,1861,1676,1537,851
"7196",1,6,6,3,16,18,12,7,2
"7197",13,28,20,28,64,58,15,19,7
"7198",289,464,791,708,942,548,752,306,161
"7199",331,495,1481,879,881,533,731,272,215
"7200",1025,1319,961,616,2291,1561,704,769,646
"7201",1655,2318,3112,3673,4386,3075,2611,1186,826
"7202",236,278,436,552,640,426,396,161,133
"7203",0,0,3,3,1,2,3,0,0
"7204",0,0,0,0,0,0,0,0,0
"7205",0,0,0,0,0,0,0,0,0
"7206",0,0,0,0,0,0,1,1,0
"7207",0,0,0,0,0,0,0,0,0
"7208",2,5,189,161,7,17,144,8,6
"7209",219,417,9892,9885,394,1315,10467,249,274
"7210",0,0,3,1,0,1,1,0,0
"7211",0,0,2,0,0,2,1,0,0
"7212",302,134,26,23,243,293,43,56,90
"7213",0,0,0,0,0,0,0,0,0
"7214",3,6,2,3,6,6,2,3,1
"7215",0,0,0,0,0,0,0,0,1
"7216",0,1,0,0,0,0,1,2,0
"7217",0,0,0,0,0,1,0,0,0
"7218",0,0,0,0,0,0,0,0,0
"7219",0,0,0,1,1,0,0,0,0
"7220",14,5,8,1,9,33,6,1,6
"7221",1,0,0,0,0,0,0,0,0
"7222",0,0,0,0,0,0,0,0,0
"7223",12,230,5,4,383,33,2,315,45
"7224",110,117,253,151,227,212,146,56,53
"7225",0,0,0,0,1,0,0,1,0
"7226",386,610,914,627,963,753,960,475,373
"7227",33,69,28,17,133,73,34,24,16
"7228",214,864,3528,3141,1310,353,3415,413,170
"7229",0,0,0,0,0,0,0,0,0
"7230",0,2,6,1,0,0,2,0,0
"7231",3575,1391,9284,7968,3937,5939,11279,514,1622
"7232",158,27,140,135,100,286,410,19,79
"7233",1182,1895,4950,4781,3976,1983,4144,1315,683
"7234",19,24,62,43,44,38,48,20,10
"7235",0,0,2,1,1,0,1,0,0
"7236",6608,8464,17511,17884,21893,14693,16618,6055,4672
"7237",48,32,10,16,107,93,26,42,35
"7238",2453,2530,6684,4407,6769,5845,6313,1822,1696
"7239",4221,5580,6438,6423,10962,6610,5759,4069,3194
"7240",2,4,4,3,9,10,10,2,3
"7241",79,137,123,122,209,101,79,62,55
"7242",655,621,1273,1205,1498,1369,1332,474,390
"7243",3515,3054,6290,6391,8681,6967,5943,1987,2139
"7244",542,719,930,780,1381,1002,791,498,380
"7245",221,250,432,477,493,310,349,174,126
"7246",0,0,0,0,0,0,0,0,0
"7247",0,0,0,0,0,0,0,0,0
"7248",0,0,0,0,0,0,0,0,0
"7249",0,0,0,0,0,0,0,0,0
"7250",0,0,0,0,0,0,0,0,0
"7251",0,0,0,0,0,0,0,0,0
"7252",0,0,0,0,0,0,0,0,0
"7253",0,0,0,0,0,0,0,0,0
"7254",0,0,0,0,0,0,0,0,0
"7255",0,0,0,0,0,0,0,0,0
"7256",0,0,0,0,0,0,0,0,0
"7257",0,0,0,0,0,0,0,0,0
"7258",0,0,1,0,0,0,1,0,0
"7259",0,0,0,0,0,0,0,0,0
"7260",0,0,0,0,0,0,0,0,0
"7261",0,0,0,0,0,0,0,0,0
"7262",0,0,0,0,0,0,0,0,0
"7263",0,0,0,0,0,0,0,0,0
"7264",0,0,1,0,0,0,0,0,0
"7265",0,0,0,0,0,0,0,0,0
"7266",0,0,0,0,1,0,1,0,0
"7267",0,0,0,0,0,0,0,0,0
"7268",0,0,0,0,0,0,0,0,0
"7269",0,0,0,0,0,0,0,0,0
"7270",0,0,0,0,0,0,0,0,0
"7271",0,0,0,0,0,0,0,0,0
"7272",0,0,0,0,0,0,0,0,0
"7273",0,0,0,0,0,0,0,0,0
"7274",0,0,0,0,0,0,0,0,0
"7275",0,0,0,0,0,0,0,0,0
"7276",0,0,0,0,0,0,0,0,0
"7277",0,0,0,0,0,0,0,0,0
"7278",0,0,0,0,0,0,0,0,0
"7279",0,0,0,0,0,0,0,0,0
"7280",0,0,0,0,0,0,0,0,0
"7281",0,0,0,0,0,0,0,0,0
"7282",0,0,0,0,0,0,0,0,0
"7283",0,0,0,0,0,0,0,0,0
"7284",0,0,0,0,0,0,0,0,0
"7285",0,0,0,0,0,0,0,0,0
"7286",0,0,0,0,0,0,0,0,0
"7287",0,0,0,0,0,0,0,0,0
"7288",0,0,0,0,0,0,0,0,0
"7289",0,0,0,0,0,0,0,0,0
"7290",0,0,0,0,0,0,0,0,0
"7291",0,0,0,0,0,0,0,0,0
"7292",0,0,0,0,0,0,0,0,0
"7293",0,0,1,0,0,0,0,0,0
"7294",0,0,0,0,0,0,0,0,0
"7295",0,0,0,0,0,0,0,0,0
"7296",0,0,0,0,0,0,0,0,0
"7297",0,0,0,0,0,0,0,0,0
"7298",0,0,0,0,0,0,0,0,0
"7299",0,0,0,0,0,0,0,0,0
"7300",0,0,1,0,0,0,0,0,0
"7301",0,0,0,0,0,0,0,0,0
"7302",0,0,0,0,0,0,0,0,0
"7303",0,0,0,0,0,0,0,0,0
"7304",0,0,0,0,0,0,0,0,0
"7305",0,0,0,0,0,0,0,0,0
"7306",0,0,0,0,0,0,0,0,0
"7307",0,0,0,0,0,0,0,0,0
"7308",0,0,0,0,0,0,0,0,0
"7309",0,0,0,0,0,0,0,0,0
"7310",0,0,0,0,0,0,0,0,0
"7311",0,0,0,0,0,0,0,0,0
"7312",0,0,0,0,0,0,0,0,0
"7313",0,0,0,0,0,0,0,0,0
"7314",0,0,0,0,0,0,0,0,0
"7315",0,0,0,0,0,0,0,0,0
"7316",0,0,0,0,0,0,0,0,0
"7317",0,0,0,0,0,0,0,0,0
"7318",0,0,0,0,0,0,0,0,0
"7319",0,0,0,0,0,0,0,0,0
"7320",0,0,0,0,0,0,0,0,0
"7321",0,0,0,0,0,0,0,0,0
"7322",0,0,0,0,0,0,0,0,0
"7323",0,0,0,0,0,0,0,0,0
"7324",0,0,0,0,0,0,0,0,0
"7325",0,0,0,0,0,0,0,0,0
"7326",0,0,0,0,0,0,0,0,0
"7327",0,0,0,0,0,0,0,0,0
"7328",0,0,0,0,0,0,0,0,0
"7329",0,0,0,0,0,0,0,0,0
"7330",0,0,0,0,0,0,0,0,0
"7331",0,0,0,0,0,0,0,0,0
"7332",0,0,0,0,0,0,0,0,0
"7333",0,0,0,0,0,0,0,0,0
"7334",0,0,0,0,0,0,0,0,0
"7335",0,0,0,0,0,0,0,0,0
"7336",0,0,0,0,0,0,0,0,0
"7337",0,0,0,0,0,0,0,0,0
"7338",0,0,0,0,0,0,0,0,0
"7339",0,0,0,0,0,0,0,0,0
"7340",0,0,0,0,0,0,0,0,0
"7341",0,0,0,0,0,0,0,0,0
"7342",0,0,0,0,0,0,0,0,0
"7343",0,0,0,0,0,0,0,0,0
"7344",0,0,0,0,0,0,0,0,0
"7345",0,0,0,0,0,0,0,0,0
"7346",0,0,0,0,0,0,0,0,0
"7347",0,0,0,0,0,0,0,0,0
"7348",0,0,0,0,0,0,0,0,0
"7349",1,0,0,0,1,0,1,0,0
"7350",0,0,0,0,0,0,0,0,0
"7351",0,0,0,0,0,0,0,0,0
"7352",0,1,0,0,0,0,0,0,0
"7353",0,0,0,0,0,0,0,0,0
"7354",0,0,0,0,0,0,0,1,0
"7355",0,0,1,0,0,0,0,0,0
"7356",0,0,0,0,0,0,0,0,0
"7357",0,0,0,0,0,0,0,0,0
"7358",0,0,0,0,0,0,0,0,0
"7359",0,0,0,0,0,0,0,0,0
"7360",0,0,0,0,0,0,0,0,0
"7361",0,0,0,0,0,0,0,0,0
"7362",0,0,0,0,0,0,0,0,0
"7363",0,0,0,0,0,0,0,0,0
"7364",0,0,0,0,0,0,0,0,0
"7365",0,0,0,0,0,0,0,0,0
"7366",0,0,0,0,0,0,0,0,0
"7367",0,0,0,0,0,0,0,0,0
"7368",0,0,0,0,0,0,0,0,0
"7369",0,0,0,0,0,0,0,0,0
"7370",0,0,0,0,0,0,0,0,0
"7371",0,0,0,0,0,0,0,0,0
"7372",18,237,1,5,177,47,2,154,38
"7373",0,0,0,0,0,0,0,0,0
"7374",1,7,0,0,13,2,0,3,1
"7375",1,19,0,0,21,8,0,6,5
"7376",0,6,0,0,6,6,0,4,1
"7377",15,161,3,1,341,119,2,134,57
"7378",0,10,0,0,17,5,0,6,5
"7379",0,0,0,0,0,0,0,2,0
"7380",0,0,1,0,0,0,0,0,0
"7381",0,0,0,0,0,0,0,0,0
"7382",0,0,0,0,0,0,0,0,0
"7383",0,0,0,0,0,0,0,0,0
"7384",0,0,0,0,0,0,0,0,0
"7385",0,0,0,0,0,0,0,0,0
"7386",0,0,0,0,0,0,0,0,0
"7387",0,0,0,0,0,0,0,0,0
"7388",0,0,0,0,0,0,0,0,0
"7389",0,0,0,0,0,0,0,0,0
"7390",0,0,0,0,0,0,0,0,0
"7391",0,0,1,0,0,0,0,0,0
"7392",0,0,0,0,0,0,0,0,0
"7393",0,0,0,0,0,0,1,0,0
"7394",0,0,0,0,0,0,0,1,0
"7395",0,0,0,0,1,0,0,0,0
"7396",0,0,1,0,0,0,0,0,0
"7397",0,0,0,0,0,1,0,0,0
"7398",0,0,0,0,0,0,0,0,0
"7399",0,0,0,0,0,0,0,0,0
"7400",0,0,0,0,0,0,0,0,0
"7401",0,0,0,0,1,0,0,0,0
"7402",0,0,1,0,0,0,0,1,0
"7403",0,0,0,0,0,0,0,0,0
"7404",0,0,0,0,0,0,0,0,0
"7405",0,0,0,0,0,0,0,0,0
"7406",0,0,0,0,0,0,0,1,0
"7407",0,0,0,1,0,0,0,0,0
"7408",0,0,0,0,0,0,0,0,0
"7409",0,0,0,0,0,0,0,0,0
"7410",0,0,0,1,0,0,0,0,0
"7411",0,0,0,0,0,0,0,0,0
"7412",1,0,0,0,0,0,0,0,0
"7413",0,0,0,0,0,0,0,0,0
"7414",0,0,0,0,0,0,0,0,0
"7415",0,0,0,0,0,0,0,0,0
"7416",0,0,0,0,0,0,0,0,0
"7417",0,0,0,0,0,0,0,0,0
"7418",0,0,0,0,0,0,0,0,0
"7419",0,0,0,1,0,0,0,0,0
"7420",0,0,0,0,0,0,0,0,0
"7421",0,0,0,0,0,0,0,0,0
"7422",0,0,0,0,0,0,0,0,0
"7423",0,0,0,0,0,0,0,0,0
"7424",0,0,0,0,0,0,0,0,0
"7425",0,0,1,0,0,0,0,0,0
"7426",0,0,0,0,0,0,0,0,0
"7427",0,0,0,0,0,0,1,0,0
"7428",0,0,0,0,1,0,0,0,0
"7429",0,0,0,0,0,0,0,0,0
"7430",9,34,30,36,29,6,33,6,3
"7431",1983,4694,5469,3940,9060,4437,3758,2547,1510
"7432",3136,7328,9369,9452,13640,5427,8798,4711,2313
"7433",0,0,0,0,0,2,0,0,0
"7434",2548,2053,3483,3187,4730,3290,2519,1356,1520
"7435",455,1063,593,705,2016,1014,500,540,258
"7436",690,1954,1822,1834,4000,1967,1778,1275,658
"7437",2295,11697,14816,13205,22886,6130,12741,6778,2521
"7438",4132,7760,6360,5551,16587,7931,5567,4086,2256
"7439",483,438,1376,1451,1234,774,1040,234,226
"7440",1245,1694,4182,3703,4134,2248,3100,1046,816
"7441",237,303,857,858,679,344,534,198,153
"7442",415,459,3681,3732,866,395,1830,353,232
"7443",102,119,169,222,232,73,91,109,63
"7444",527,1418,1974,1295,2463,1098,1187,647,356
"7445",0,0,0,0,0,0,0,0,0
"7446",0,1,4,4,1,3,0,0,1
"7447",77,346,887,621,706,232,619,207,74
"7448",7654,9334,13751,11992,18184,11369,11444,6062,4703
"7449",122,225,144,103,308,214,221,236,115
"7450",484,691,1176,1176,1777,1003,769,503,306
"7451",1,0,9,6,0,1,1,0,0
"7452",111,107,1645,1062,344,244,1204,132,57
"7453",137,200,107,129,467,296,162,139,69
"7454",37,40,37,24,52,57,20,11,9
"7455",1819,3426,3511,3511,5343,3140,2689,1888,1145
"7456",3728,4899,8513,7024,10310,7286,8198,3510,2648
"7457",796,1325,1781,1159,2312,1315,1645,990,613
"7458",981,2677,4540,3915,3612,1171,2672,1601,683
"7459",1,0,1,8,1,1,1,2,0
"7460",0,0,75,44,1,7,60,0,1
"7461",1,3,8,2,13,5,6,5,2
"7462",0,0,0,0,0,0,0,0,0
"7463",0,0,0,0,0,0,0,0,0
"7464",2,12,1,0,33,17,2,12,4
"7465",0,0,0,0,0,0,0,0,0
"7466",1114,1550,2483,1881,3258,2084,1926,1093,803
"7467",462,1025,356,353,1894,772,287,692,329
"7468",0,0,0,0,3,1,0,1,0
"7469",301,525,656,783,1108,519,392,360,183
"7470",1209,1396,723,550,2789,1777,610,813,705
"7471",3,4,69,78,9,7,40,5,1
"7472",0,1,5,1,2,1,0,1,1
"7473",1728,2135,7944,5836,3104,2034,4709,850,771
"7474",664,844,1950,1356,1690,1132,1243,378,368
"7475",29,12,102,107,33,47,170,8,20
"7476",0,1,1,0,0,0,0,0,0
"7477",0,0,0,0,1,0,0,0,0
"7478",1,0,0,1,5,3,0,0,2
"7479",1823,4346,2835,2640,7726,2702,2213,2355,1195
"7480",2292,3161,3253,3435,6512,4098,3090,1760,1403
"7481",2,0,2,3,6,3,0,0,0
"7482",2501,4631,2719,2705,8749,4327,2916,2746,1694
"7483",99,153,96,77,236,133,62,92,78
"7484",205,449,441,349,808,411,385,289,150
"7485",1125,1620,3794,3821,2744,1643,3428,1174,757
"7486",1553,2630,5598,6550,6474,3237,5105,1951,1062
"7487",0,12,54,116,23,15,62,4,5
"7488",3136,4284,5581,5535,9260,6103,5704,2229,1848
"7489",2702,3593,6673,5267,8306,5536,4981,2098,1642
"7490",1,0,3,3,3,5,1,1,2
"7491",9,13,43,26,33,32,32,12,7
"7492",504,862,1177,1009,1381,776,710,503,386
"7493",621,1191,2710,1881,2167,1073,1621,630,403
"7494",651,826,2090,1763,1951,1433,2000,543,464
"7495",711,603,2374,1602,1542,1644,2228,392,493
"7496",1444,4620,3309,2130,10301,3876,3408,3352,1483
"7497",1082,1500,1287,1037,2810,1811,1178,943,784
"7498",532,883,1586,1573,1932,1050,1494,493,355
"7499",435,719,1891,1762,1934,1142,1721,471,294
"7500",1,2,17,14,13,6,16,1,2
"7501",1,2,603,263,6,9,364,2,2
"7502",2,5,339,263,11,5,355,4,0
"7503",7,13,312,256,116,71,603,63,16
"7504",75,149,1462,1197,303,223,1194,109,70
"7505",65,54,1014,1043,110,99,978,27,38
"7506",446,137,839,1474,268,281,485,78,288
"7507",6,30,3,8,48,7,3,20,2
"7508",2638,3212,2792,2329,4663,2916,2688,2159,1471
"7509",963,1499,2069,1797,2777,1489,1533,933,562
"7510",1,4,3,9,4,1,2,6,0
"7511",0,3,0,0,1,2,0,1,0
"7512",0,0,3,0,1,1,0,1,0
"7513",527,601,1006,996,1971,1480,1210,498,433
"7514",0,0,0,0,0,0,0,0,0
"7515",0,1,0,0,0,0,0,0,0
"7516",0,0,0,0,0,0,0,0,0
"7517",2,0,13,13,6,1,3,21,6
"7518",0,0,0,0,0,0,0,0,0
"7519",0,0,0,0,0,0,0,0,0
"7520",0,0,0,0,0,0,0,0,0
"7521",0,0,0,0,0,0,0,0,0
"7522",0,0,0,0,0,0,0,0,0
"7523",1,0,0,0,1,0,0,0,0
"7524",0,0,0,0,0,0,0,0,0
"7525",0,0,1,0,0,0,1,0,0
"7526",0,0,4,4,0,0,4,2,0
"7527",113,29,55,111,208,239,28,14,91
"7528",2,2,0,1,0,0,0,0,0
"7529",1,3,2,1,8,12,3,6,2
"7530",190,394,556,428,748,379,495,306,188
"7531",2409,2787,1539,1983,6187,4006,1766,1865,1600
"7532",710,581,2698,2049,1557,1778,2826,580,501
"7533",258,194,386,302,498,421,336,240,151
"7534",1161,1214,3817,2779,3578,2903,3068,744,745
"7535",2983,2238,4115,3078,5363,6242,4406,1990,2270
"7536",28,55,47,20,90,27,16,36,26
"7537",3089,3242,5856,4302,7217,6778,5847,2697,2396
"7538",0,0,0,0,0,1,0,0,0
"7539",0,2,10,8,1,1,10,2,0
"7540",2161,524,183,132,2663,3836,157,533,860
"7541",31,13,57,23,65,64,37,24,16
"7542",673,634,821,766,1392,1079,748,378,415
"7543",60,143,229,270,373,165,225,108,49
"7544",651,857,1067,851,1586,1088,1063,627,509
"7545",17,49,110,166,81,70,104,17,18
"7546",148,280,584,553,691,326,390,170,139
"7547",0,0,2,5,0,2,2,0,0
"7548",611,716,1484,1176,1726,1415,1633,533,454
"7549",0,0,0,0,0,0,0,0,0
"7550",1177,956,2866,3478,1890,1286,2039,519,522
"7551",529,645,1485,1942,1634,1187,1263,416,352
"7552",0,0,0,0,0,0,0,0,0
"7553",45,62,512,376,139,75,312,38,27
"7554",290,681,767,568,1019,421,355,354,201
"7555",2240,2915,10638,6601,7672,6153,11031,2172,1617
"7556",1005,1994,3732,3769,3934,1829,2977,1269,795
"7557",6,3,13,19,21,16,10,4,7
"7558",0,0,0,0,0,0,0,0,0
"7559",0,0,0,0,0,0,0,0,0
"7560",629,847,1335,1133,1920,1500,959,609,438
"7561",0,1,3,0,3,8,6,0,1
"7562",0,4,1,1,1,1,1,1,0
"7563",10,10,5,7,22,42,3,5,12
"7564",490,406,66,74,846,736,114,420,354
"7565",33,53,56,43,137,96,54,85,45
"7566",154,333,485,405,842,390,345,395,183
"7567",1692,4547,1945,1834,9580,4068,1492,4120,1713
"7568",1041,1121,1611,1484,2352,1993,1623,699,638
"7569",1362,806,1000,1188,1335,1135,665,393,679
"7570",37,21,38,31,44,77,52,12,21
"7571",1494,1975,3035,2755,5095,4084,3621,1360,1051
"7572",0,0,0,0,0,0,0,0,0
"7573",1570,4278,3085,2964,7048,3481,3217,3248,1538
"7574",7,63,151,154,99,19,112,57,12
"7575",3,21,23,37,38,10,36,20,5
